"Job #","Borough","House #","Street Name","Block","Lot","Bin #","Job Type","Community - Board","Curb Cut","Fully Permitted","Initial Cost","Proposed Zoning Sqft","Horizontal Enlrgmt","Vertical Enlrgmt","Enlargement SQ Footage","Zoning Dist1","Job Description"
"122438237","MANHATTAN","58","EAST 3 STREET","00444","00018","1006121","A2","103",,"04/19/2016","$59000.00","0",,,"0","R8B","RENOVATION OF EXISTING APARTMENT 7 ON SECOND FLOOR, PARTITION AND PLUMBING WORK PER PLANS. NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"122438237","MANHATTAN","58","EAST 3 STREET","00444","00018","1006121","A2","103",,"04/19/2016","$59000.00","0",,,"0","R8B","RENOVATION OF EXISTING APARTMENT 7 ON SECOND FLOOR, PARTITION AND PLUMBING WORK PER PLANS. NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"122440787","MANHATTAN","300","EAST 77TH STREET","01451","07501","1045192","A2","108",,,"$84000.00","0",,,"0",,"MECHANICAL, PLUMBING, AND SPRINKLER WORK FILED IN CONJUNCTION WITH RENOVATION TO EXISTING APARTMENT 17A ON 16TH CONSTRUCTION FLOOR (NAMED 17TH FLOOR). NO CHANGE TO USE, OCCUPANCY, OR EGRESS."
"122440787","MANHATTAN","300","EAST 77TH STREET","01451","07501","1045192","A2","108",,,"$84000.00","0",,,"0",,"MECHANICAL, PLUMBING, AND SPRINKLER WORK FILED IN CONJUNCTION WITH RENOVATION TO EXISTING APARTMENT 17A ON 16TH CONSTRUCTION FLOOR (NAMED 17TH FLOOR). NO CHANGE TO USE, OCCUPANCY, OR EGRESS."
"122441553","MANHATTAN","641","5TH AVENUE","01287","07501","1035481","A2","105",,"09/02/2015","$74000.00","0",,,"0","C5-3","COMBINATION OF APARTMENTS 38C AND 38D. REMOVE AND CONSTRUCT PARTITIONS. REMOVE, RELOCATE AND INSTALL PLUMBING FIXTURES. ALL AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122441553","MANHATTAN","641","5TH AVENUE","01287","07501","1035481","A2","105",,"09/02/2015","$74000.00","0",,,"0","C5-3","COMBINATION OF APARTMENTS 38C AND 38D. REMOVE AND CONSTRUCT PARTITIONS. REMOVE, RELOCATE AND INSTALL PLUMBING FIXTURES. ALL AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122441553","MANHATTAN","641","5TH AVENUE","01287","07501","1035481","A2","105",,"09/02/2015","$74000.00","0",,,"0","C5-3","COMBINATION OF APARTMENTS 38C AND 38D. REMOVE AND CONSTRUCT PARTITIONS. REMOVE, RELOCATE AND INSTALL PLUMBING FIXTURES. ALL AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122441606","MANHATTAN","400","EAST 57TH STREET","01368","00001","1040466","A2","106",,"08/04/2015","$70000.00","0",,,"0","R10","RENOVATION OF APARTMENT 3J &amp; 18E. ARCHITECTURAL AND PLUMBING WORKS AS PER PLANS. NO CHANGE IN EGRESS, USE OR OCCUPANCY UNDER THIS APPLICATION."
"122441615","MANHATTAN","400","EAST 57TH STREET","01368","00001","1040466","A2","106",,"07/20/2015","$70000.00","0",,,"0","R10","RENOVATION OF APARTMENT 7M &amp; 8D. ARCHITECTURAL AND PLUMBING WORKS AS PER PLANS. NO CHANGE IN EGRESS, USE OR OCCUPANCY UNDER THIS APPLICATION."
"122441624","MANHATTAN","15","WEST 53RD STREET","01269","07501","1034537","A2","105",,"03/16/2016","$50000.00","0",,,"0","C5-2.5","MINOR APARTMENT RENOVATION AT APT #45DE. DEMOLISH NON-LOAD BEARING PARTITIONS. INSTALL NEW FLOOR AND DOORS. MODIFY PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLANS. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE."
"122441624","MANHATTAN","15","WEST 53RD STREET","01269","07501","1034537","A2","105",,"03/16/2016","$50000.00","0",,,"0","C5-2.5","MINOR APARTMENT RENOVATION AT APT #45DE. DEMOLISH NON-LOAD BEARING PARTITIONS. INSTALL NEW FLOOR AND DOORS. MODIFY PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLANS. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE."
"122442035","MANHATTAN","160","WADSWORTH AVENUE","02164","07501","1081499","A2","112",,"08/10/2015","$51000.00","0",,,"0","R7-2","THIS APPLICATION IS FILED FOR AN INTERIOR RENOVATION OF AN EXISTING APARTMENT UNIT 204. WORK WILL INCLUDE GENERAL CONSTRUCTION AND PLUMBING FIXTURES. NO CHANGE IN USE, EGRESS AND OCCUPANCY."
"122442035","MANHATTAN","160","WADSWORTH AVENUE","02164","07501","1081499","A2","112",,"08/10/2015","$51000.00","0",,,"0","R7-2","THIS APPLICATION IS FILED FOR AN INTERIOR RENOVATION OF AN EXISTING APARTMENT UNIT 204. WORK WILL INCLUDE GENERAL CONSTRUCTION AND PLUMBING FIXTURES. NO CHANGE IN USE, EGRESS AND OCCUPANCY."
"122443178","MANHATTAN","874","BROADWAY","00847","00024","1016147","A2","105",,,"$50000.00","0",,,"0",,"COMBINATION AND RENOVATION OF EXISTING APARTMENTS ON THE 3RD AND 4TH FLOOR. STRUCTURAL WORK TYPE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. ENERGY EXEMPT."
"122443365","MANHATTAN","435","EAST 52 STREET","01364","00022","1040155","A2","106",,"09/02/2015","$41000.00","0",,,"0","R10","INTERIOR RENOVATION TO APARTMENT 3D AS PER PLANS. REPLACE WINDOW IN EXISTING MASONRY OPENINGS, HVAC UNIT AND MODIFY PLUMBING FIXTURES. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122445265","MANHATTAN","360","EAST 72 STREET","01446","00023","1044862","A2","108",,"07/06/2015","$40000.00","0",,,"0","R10A","APARTMENT RENOVATION, MINOR PARTITION REVISION, THE PROPERTY IS NOT IN A SPECIAL FLOOD HAZARD AREA PER EFFECTIVE 2007 FIRM OR PRELIMINARY FLOOD MAPS RELEASED IN 2013, NO CHANGE TO USE, EXITS OR OCCUPANCY"
"122445880","MANHATTAN","1088","PARK AVENUE","01500","00040","1046956","A2","108",,,"$50000.00","0",,,"0","R10","FILING FOR INTERIOR RENOVATION OF APARTMENT 15F INCLUDING NEW PARTITIONS, NEW DOORS, NEW FLOOR, NEW KITCHEN SINK, NEW BATHROOM FIXTURES.  NO CHANGE IN EGRESS USE OR OCCUPANCY."
"122445880","MANHATTAN","1088","PARK AVENUE","01500","00040","1046956","A2","108",,,"$50000.00","0",,,"0","R10","FILING FOR INTERIOR RENOVATION OF APARTMENT 15F INCLUDING NEW PARTITIONS, NEW DOORS, NEW FLOOR, NEW KITCHEN SINK, NEW BATHROOM FIXTURES.  NO CHANGE IN EGRESS USE OR OCCUPANCY."
"122445988","MANHATTAN","172","EAST 3RD STREET","00398","00015","1077500","A2","103",,"06/30/2015","$40000.00","0",,,"0","R8B","WE RESPECTFULLY WISH TO RENOVATE APARTMENT 1K AS PER PLANS.  NEW PARTITION WORK, NEW CLOSETS,NEW FLOORING.  WE ARE REPLACING THE TOILET,LAV,BATH TUB ON EXISTING ROUGHING."
"122445988","MANHATTAN","172","EAST 3RD STREET","00398","00015","1077500","A2","103",,"06/30/2015","$40000.00","0",,,"0","R8B","WE RESPECTFULLY WISH TO RENOVATE APARTMENT 1K AS PER PLANS.  NEW PARTITION WORK, NEW CLOSETS,NEW FLOORING.  WE ARE REPLACING THE TOILET,LAV,BATH TUB ON EXISTING ROUGHING."
"122445988","MANHATTAN","172","EAST 3RD STREET","00398","00015","1077500","A2","103",,"06/30/2015","$40000.00","0",,,"0","R8B","WE RESPECTFULLY WISH TO RENOVATE APARTMENT 1K AS PER PLANS.  NEW PARTITION WORK, NEW CLOSETS,NEW FLOORING.  WE ARE REPLACING THE TOILET,LAV,BATH TUB ON EXISTING ROUGHING."
"122446692","MANHATTAN","186","CLAREMONT AVE","01993","00106","1059863","A2","109",,"08/18/2015","$60000.00","0",,,"0","R8","INTERIOR RENOVATION OF EXISTING APARTMENT NO 2N. REPLACE EXISTING PLUMBING FIXTURES  PER PLAN SHOWN."
"122447469","MANHATTAN","160","RIVERSIDE DR","01250","00001","1034003","A2","107",,"10/22/2015","$70000.00","0",,,"0","R10A","FILING TO RENOVATE APARTMENT 10D BY REPLACING PLUMBING FIXTURES AND REPLACE HEATING ELEMENTS AS PER PLANS.  NO CHANGE IN OCCUPANCY, EGRESS, OR USE."
"122447469","MANHATTAN","160","RIVERSIDE DR","01250","00001","1034003","A2","107",,"10/22/2015","$70000.00","0",,,"0","R10A","FILING TO RENOVATE APARTMENT 10D BY REPLACING PLUMBING FIXTURES AND REPLACE HEATING ELEMENTS AS PER PLANS.  NO CHANGE IN OCCUPANCY, EGRESS, OR USE."
"122448271","MANHATTAN","83","GRAND STREET","00229","00022","1077424","A2","102",,,"$40000.00","0",,,"0",,"SUBSEQUENT APPLICATION FOR STRUCTURAL WORK TO INSTALL NEW DECK ON 5TH FLOOR APARTMENT. NO CHANGE IN EGRESS OCCUPANCY OR USE."
"122448271","MANHATTAN","83","GRAND STREET","00229","00022","1077424","A2","102",,,"$40000.00","0",,,"0",,"SUBSEQUENT APPLICATION FOR STRUCTURAL WORK TO INSTALL NEW DECK ON 5TH FLOOR APARTMENT. NO CHANGE IN EGRESS OCCUPANCY OR USE."
"122448271","MANHATTAN","83","GRAND STREET","00229","00022","1077424","A2","102",,,"$40000.00","0",,,"0",,"SUBSEQUENT APPLICATION FOR STRUCTURAL WORK TO INSTALL NEW DECK ON 5TH FLOOR APARTMENT. NO CHANGE IN EGRESS OCCUPANCY OR USE."
"122448994","MANHATTAN","400","EAST 54TH STREET","01365","07502","1076281","A2","106",,,"$50000.00","0",,,"0","R10","RENOVATE APARTMENT INCLUDING NEW BATH FIXTURES"
"122449154","MANHATTAN","400","EAST 54TH STREET","01365","07502","1076281","A2","106",,"07/16/2015","$50000.00","0",,,"0","R10","RENOVATE APARTMENT INCLUDING NEW BATH FIXTURES"
"122449154","MANHATTAN","400","EAST 54TH STREET","01365","07502","1076281","A2","106",,"07/16/2015","$50000.00","0",,,"0","R10","RENOVATE APARTMENT INCLUDING NEW BATH FIXTURES"
"122449181","MANHATTAN","400","EAST 54TH STREET","01365","07502","1076281","A2","106",,,"$50000.00","0",,,"0","R10","RENOVATE APARTMENT INCLUDING NEW BATH FIXTURES"
"122455146","MANHATTAN","456","WEST 19TH STREET","00716","07505","1088185","A2","104",,,"$68000.00","0",,,"0","R8A","RENOVATION OF AN EXISTING RESIDENTIAL APARTMENT ON THE 5TH FLOOR. ARCHITECTURAL WORK. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122455235","MANHATTAN","335","W. 88 ST.","01250","00014","1034008","A2","107",,"08/17/2015","$40000.00","0",,,"0","R8","HEREWITH FILE TO RENOVATE EXISTING APARTMENT UNIT #3A INCLUDES  NEW GWB WALL, NEW PLUMBING FIXTURES, NEW FLOOR COVERING, PAINT, K. CABINET, NEW  DOORS AND GENERAL CONSTRUCTION. NO CHANGE IN USE, EGRESS, AND OCCUPANCY"
"122455244","MANHATTAN","324","E. 66TH ST.","01440","00041","1044728","A2","108",,"07/16/2015","$45000.00","0",,,"0","R8B","HEREWITH FILE TO RENOVATE EXISTING APARTMENT UNIT #6 INCLUDES REPLACE PLUMBING FIXTURES, G.W.B. WALL, PAINT, K. CABINET, NEW DOORS AND GENERAL CONSTRUCTION. NO CHANGE IN USE, EGRESS, AND OCCUPANCY"
"122455253","MANHATTAN","161","E. 99TH ST.","01627","00027","1051762","A2","111",,"07/20/2015","$43000.00","0",,,"0","R7A","HEREWITH FILE TO RENOVATE EXISTING APARTMENT UNIT #2C INCLUDES REPLACE &amp; RELOCATING PLUMBING FIXTURES, G.W.B. WALL, PAINT, K. CABINET, REPLACE DOORS AND GENERAL CONSTRUCTION. NO CHANGE IN USE, EGRESS, AND OCCUPANCY"
"122456467","MANHATTAN","21","WEST 10TH STREET","00574","00055","1009546","A2","102",,,"$60000.00","0",,,"0","R6","INTERIOR RENOVATION AND PLUMBING WORK AT APARTMENT 1 ON THE BASEMENT, AS SHOWN ON PLANS.  NO CHANGE IN USE, OCCUPANCY OR EGRESS AS SHOWN ON DRAWINGS FILED HEREWITH."
"122457091","MANHATTAN","240","CENTRAL PARK SOUTH","01030","00058","1024922","A2","105",,"11/06/2015","$50000.00","0",,,"0","C5-1","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 15H ON THE FIFTEENTH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122457091","MANHATTAN","240","CENTRAL PARK SOUTH","01030","00058","1024922","A2","105",,"11/06/2015","$50000.00","0",,,"0","C5-1","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 15H ON THE FIFTEENTH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122459589","MANHATTAN","547","WEST 157 STREET","02116","00058","1062744","A2","112",,"11/12/2015","$72000.00","0",,,"0","R7-2","RENOVATION OF APARTMENT 61. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
"122459589","MANHATTAN","547","WEST 157 STREET","02116","00058","1062744","A2","112",,"11/12/2015","$72000.00","0",,,"0","R7-2","RENOVATION OF APARTMENT 61. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
"122459623","MANHATTAN","275","SOUTH STREET","00246","00001","1003144","A2","103",,"08/07/2015","$75000.00","0",,,"0","C6-4","APARTMENT RENOVATIONS TO APARTMENTS 7J, 17J, 18J. PARTITIONS, DOORS, CEILING AND PLUMBING MODIFICATIONS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122461745","MANHATTAN","240","CENTRAL PARK SOUTH","01030","00058","1024922","A2","105",,"08/10/2015","$51000.00","0",,,"0","C5-1","INTERIOR RENOVATION OF APARTMENT 23C ON THE 23RD FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122461745","MANHATTAN","240","CENTRAL PARK SOUTH","01030","00058","1024922","A2","105",,"08/10/2015","$51000.00","0",,,"0","C5-1","INTERIOR RENOVATION OF APARTMENT 23C ON THE 23RD FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122461754","MANHATTAN","240","CENTRAL PARK SOUTH","01030","00058","1024922","A2","105",,"08/07/2015","$50000.00","0",,,"0","C5-1","INTERIOR RENOVATION OF APARTMENT 18I ON THE 18TH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122461978","MANHATTAN","240","CENTRAL PARK SOUTH","01030","00058","1024922","A2","105",,"08/21/2015","$50000.00","0",,,"0","C5-1","FILING APPLICATION TO UNCOMBINE APARTMENTS 7G AND 7H. ALL WORK TO BE FILED UNDER SEPARATE APPLICATION FOR APARTMENT 7G. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122462717","MANHATTAN","45","EAST END AVENUE","01589","00034","1051379","A2","108",,"08/31/2015","$62000.00","0",,,"0","R10A","INTERIOR RENOVATION OF EXISTING APARTMENT 3A ON THE 003 FLOOR. ARCHITECTURAL AND PLUMBING WORK. NO CHANGE IN USE OCCUPANCY OR EGRESS."
"122464207","MANHATTAN","700","FORT WASHINGTON AVENUE","02180","00610","1064474","A2","112",,"08/03/2015","$50000.00","0",,,"0","R7-2","INTERIOR ALTERATIONS TO APARTMENT 2K / 2ND FLOOR. PARTITIONS AND PLUMBING. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"122464886","MANHATTAN","38","GRAMERCY PARK EAST","00876","00026","1017956","A2","106",,"01/21/2016","$80000.00","0",,,"0","R9A","INTERIOR RENOVATION OF EXISTING APARTMENT 3D ON THE 3RD FLOOR. ARCHITECTURAL AND PLUMBING WORK. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"122464886","MANHATTAN","38","GRAMERCY PARK EAST","00876","00026","1017956","A2","106",,"01/21/2016","$80000.00","0",,,"0","R9A","INTERIOR RENOVATION OF EXISTING APARTMENT 3D ON THE 3RD FLOOR. ARCHITECTURAL AND PLUMBING WORK. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"122465411","MANHATTAN","155","WEST 15TH STREET","00791","00009","1014545","A2","104",,"07/07/2016","$40000.00","0",,,"0","R8B","MECHANICAL AND SPRINKLER WORK FOR APARTMENT 3B AND 3C. NO CHANGE TO OCCUPANCY USE OR EGRESS UNDER THIS APPLICATION."
"122466553","MANHATTAN","139","WEST 82ND STREET","01213","00009","1032057","A2","107",,"12/17/2015","$45000.00","0",,,"0","R8B","INTERIOR RENOVATION TO APARTMENT #7E ON THE 7TH FLOOR. REMOVE AND CONSTRUCT NEW PARTITIONS, INSTALL AND REPLACE PLUMBING FIXTURES. ALL AS PER PLANS. NO CHANGE IN USE EGRESS OR OCCUPANCY."
"122466553","MANHATTAN","139","WEST 82ND STREET","01213","00009","1032057","A2","107",,"12/17/2015","$45000.00","0",,,"0","R8B","INTERIOR RENOVATION TO APARTMENT #7E ON THE 7TH FLOOR. REMOVE AND CONSTRUCT NEW PARTITIONS, INSTALL AND REPLACE PLUMBING FIXTURES. ALL AS PER PLANS. NO CHANGE IN USE EGRESS OR OCCUPANCY."
"122466991","MANHATTAN","504","MANHATTAN AVE","01947","00045","1059146","A2","110",,"02/29/2016","$45000.00","0",,,"0","R7A","INTERIOR RENOVATION OF APARTMENTS AS PER PLANS"
"122467071","MANHATTAN","360","W 55 ST","01045","00061","1025421","A2","104",,"12/10/2015","$42000.00","0",,,"0","R8","RENOVATION OF AN EXISTING BUILDING AT APARTMENT#6R.INSTALL NEW PLUMBING FIXTURES. NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"122467071","MANHATTAN","360","W 55 ST","01045","00061","1025421","A2","104",,"12/10/2015","$42000.00","0",,,"0","R8","RENOVATION OF AN EXISTING BUILDING AT APARTMENT#6R.INSTALL NEW PLUMBING FIXTURES. NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"122467080","MANHATTAN","150","EAST 18 ST","00873","00040","1017857","A2","106",,"12/10/2015","$45000.00","0",,,"0","R8B","RENOVATION OF AN EXISTING BUILDING AT APARTMENT#3E. INSTALL NEW PLUMBING FIXTURES. NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"122467204","MANHATTAN","37","WASHINGTON SQUARE WEST","00552","00026","1008877","A2","102",,,"$65000.00","0",,,"0",,"FILING FOR THE RELOCATION OF A COMMUNICATING STAIRCASE AT PENTHOUSE APARTMENT AS PER PLANS FILED HEREWITH.  NO CAHNGE TO USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION."
"122467204","MANHATTAN","37","WASHINGTON SQUARE WEST","00552","00026","1008877","A2","102",,,"$65000.00","0",,,"0",,"FILING FOR THE RELOCATION OF A COMMUNICATING STAIRCASE AT PENTHOUSE APARTMENT AS PER PLANS FILED HEREWITH.  NO CAHNGE TO USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION."
"122467302","MANHATTAN","421","HUDSON STREET","00601","07501","1067116","A2","102",,,"$51000.00","0",,,"0",,"STRUCTURAL WORK IN CONJUNCTION WITH ALTERATION #122467302.  WORK TO INCLUDE FRAMING OF RECONFIGURED MEZZANINES, APARTMENTS 401, 402, 403. NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"122467320","MANHATTAN","23","EAST 22ND STREET","00851","07505","1087769","A2","105",,"11/09/2016","$66000.00","0",,,"0","C6-4M","WORK ON APARTMENT TH2 IN FLOOR 4, 5, AND 6 OF SOUTH TOWER. REMOVAL OF NONSTRUCTURAL PARTITIONS AND CABINETRY. INSTALLATION OF CUSTOM CABINETRY. NEW BATHROOM FINISHES AND FIXTURES. NO CHANGE OF OCCUPANCY, EGRESS, USE, OR ZONING."
"122470548","MANHATTAN","120","WEST 58TH ST","01010","07502","1084293","A2","105",,"02/01/2018","$60000.00","0",,,"0","C5-1","INTERIOR RENOVATION OF APARTMENT '9A'. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122470619","MANHATTAN","315","7TH AVENUE","00803","07501","1015096","A2","105",,"03/28/2016","$60000.00","0",,,"0","M1-6","INTERIOR RENOVATION OF AN EXISTING APARTMENT, INCLUDING PARTITION CHANGES. MINOR PLUMBING AS PER PLANS. NO CHANGE OF USE, EGRESS OR OCCUPANCY."
"122470691","MANHATTAN","65","WEST 87TH STREET","01201","00002","1031443","A2","107",,,"$50000.00","0",,,"0","C1-9","INTERIOR, NON STRUCTURAL RENOVATION OF APARTMENT, AS PER PLANS SUBMITTED HEREWITH. INSTALLATION OF HVAC UNITS. NO CHANGE TO USE, EGRESS OR OCCUPANCY OF BUILDING, DUE TO PROPOSED WORK."
"122471119","MANHATTAN","21","E 22ND STREET","00851","00013","1016280","A2","105",,"09/29/2015","$75000.00","0",,,"0","C6-4M","WE RESPECTFULLY WISH TO FILE APPLICATION FOR APARTMENT 11C.  NO WORK TO BE UNDER THIS APPLICATION.WE ARE FILING THIS APPLICATION IO ORDER TO SIGN IT OFF.  THE PREVIOUS APPLICATION 120437740 HAS EXPIRED PERMANENTLY.  THE DOB WILL NOT ALLOW US TO REINSTATE.  NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"122471119","MANHATTAN","21","E 22ND STREET","00851","00013","1016280","A2","105",,"09/29/2015","$75000.00","0",,,"0","C6-4M","WE RESPECTFULLY WISH TO FILE APPLICATION FOR APARTMENT 11C.  NO WORK TO BE UNDER THIS APPLICATION.WE ARE FILING THIS APPLICATION IO ORDER TO SIGN IT OFF.  THE PREVIOUS APPLICATION 120437740 HAS EXPIRED PERMANENTLY.  THE DOB WILL NOT ALLOW US TO REINSTATE.  NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"122471342","MANHATTAN","26","ASTOR PLACE","00544","07502","1087152","A2","102",,"08/04/2015","$57000.00","0",,,"0","C6-2","MECHANICAL, PLUMBING AND SPRINKLER WORK RELATED TO THE INTERIOR RENOVATION OF AN EXISTING APARTMENT AS PER THE PLANS FILED HEREWITH. NO CHANGE IN SANITARY AND WATER USE DEMAND. NO CHANGE IN HYDRAULIC DEMAND. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122471351","MANHATTAN","26","ASTOR PLACE","00544","07502","1087152","A2","102",,"07/25/2016","$57000.00","0",,,"0","C6-2","MECHANICAL, PLUMBING AND SPRINKLER WORK RELATED TO THE INTERIOR RENOVATION  AND COMBINATION OF EXISTING APARTMENTS AS PER THE PLANS FILED HEREWITH. NO CHANGE IN SANITARY AND WATER USE DEMAND. NO CHANGE IN HYDRAULIC DEMAND. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122471869","MANHATTAN","277","W 150 STREET","02036","00019","1060590","A2","110",,"07/21/2015","$50000.00","0",,,"0","R7-2","INTERIOR RENOVATION OF EXISTING APARTMENT 3 ON FIRST FLOOR. NO CHANGE IN USE EGRESS, OR OCCUPANCY."
"122471878","MANHATTAN","522","W 148 STREET","02079","00046","1061995","A2","109",,"07/31/2015","$50000.00","0",,,"0","R7-2","INTERIOR RENOVATION OF AN EXISTING APARTMENT (#4-B) ON FIFTH FLOOR ALL AS PER PLANS. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
"122471878","MANHATTAN","522","W 148 STREET","02079","00046","1061995","A2","109",,"07/31/2015","$50000.00","0",,,"0","R7-2","INTERIOR RENOVATION OF AN EXISTING APARTMENT (#4-B) ON FIFTH FLOOR ALL AS PER PLANS. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
"122471896","MANHATTAN","537","W 150 STREET","02082","00013","1062142","A2","109",,"08/26/2015","$55000.00","0",,,"0","R7-2","INTERIOR RENOVATION OF EXISTING APARTMENT #52 ON FIFTH FLOOR. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
"122472118","MANHATTAN","136","WEST 75TH STREET","01146","00049","1030085","A2","107",,"03/08/2016","$43000.00","0",,,"0","R8B","MECHANICAL SCOPE ASSOCIATED WITH INSTALLATION OF NEW HVAC SPLIT SYSTEM IN THE APARTMENT. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
"122472172","MANHATTAN","45","WEST 54 STREET","01270","00008","1034787","A2","105",,"09/28/2015","$65000.00","0",,,"0","C5-P","COMBINE APARTMENTS 2B AND 3B INTO ONE APARTMENT. PLUMBING WORK AS PER DRAWING. NO CHANGE IN USE EGRESS OR OCCUPANCY"
"122472546","MANHATTAN","880","5TH AVE","01384","00001","1041291","A2","108",,"12/10/2015","$40000.00","0",,,"0","R10","APARTMENT RENOVATION AT APT 8L. CONSTRUCT NON LOADING PARTITION AND DOOR. MODIFY AND INSTALL NEW PLUMBING FIXTURES AS SHOWN IN PLAN. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE."
"122473420","MANHATTAN","160","WEST END AVENUE","01158","07501","1070689","A2","107",,"11/10/2015","$60000.00","0",,,"0","R8","ARCHITECTURAL AND PLUMBING MODIFICATIONS PER PLANS FILED. APARTMENT COMBINATION PER PROVISIONS OF TPPN 3 OF 1997. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.'"
"122473420","MANHATTAN","160","WEST END AVENUE","01158","07501","1070689","A2","107",,"11/10/2015","$60000.00","0",,,"0","R8","ARCHITECTURAL AND PLUMBING MODIFICATIONS PER PLANS FILED. APARTMENT COMBINATION PER PROVISIONS OF TPPN 3 OF 1997. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.'"
"122473652","MANHATTAN","19","EAST 88TH STREET","01500","00015","1046952","A2","108",,,"$82000.00","0",,,"0",,"MECHANICAL AND PLUMBING WORK FILED IN CONJUNCTION WITH APARTMENT RENOVATION AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"122473714","MANHATTAN","320","EAST 72ND STREET","01446","00042","1044866","A2","108",,"02/10/2016","$69000.00","0",,,"0","R10A","RENOVATION OF EXISTING APARTMENT 2B ON THE 2ND FLOOR. WORK INCLUDES GENERAL CONSTRUCTION, REMOVAL AND INSTALLATION OF INTERIOR NON-LOAD BEARING PARTITIONS AND PLUMBING MODIFICATIONS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"122473732","MANHATTAN","1185","PARK AVENUE","01522","00001","1048384","A2","108",,"10/30/2015","$460000.00","0",,,"0","R8B","RENOVATION OF EXISTING APARTMENT 4A ON THE 4TH FLOOR. WORK INCLUDES GENERAL CONSTRUCTION, MECHANICAL AND PLUMBING MODIFICATIONS AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"122475721","MANHATTAN","290","WEST END AVENUE","01165","00004","1030542","A2","107",,"07/23/2015","$50000.00","0",,,"0","R10A","GENERAL CONSTRUCTION FOR APARTMENT COMBINATION OF APARTMENTS 7C AND 7D.  NO CHANGE OF USE, OCCUPANCY OR EGRESS."
"122478087","MANHATTAN","189","WAVERLY PLACE","00611","00076","1078139","A2","102",,"01/07/2016","$50000.00","0",,,"0","R6","PROPOSED INTERIOR RENOVATION EXISTING APARTMENT # 2 AS PER PLANS. NO CHANGE IN USE, EGRESS AND OCCUPANCY."
"122478363","MANHATTAN","20","DESBROSSES STREET","00225","07501","1002929","A2","101",,,"$80000.00","0",,,"0",,"PLUMBING, MECHANICAL AND SPRINKLER WORK IN CONJUNCTION WITH THE COMBINATION AND RENOVATION OF TWO APARTMENTS ON FIRST AND SECOND FLOOR. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. ENERGY EXEMPT."
